,demand
3623,-1436972
3624,-1339850
3625,-1351606
3626,-1407316
3627,-1384165
3628,-1536218
3629,-1538437
3630,-1686965
3631,-1783529
3632,-2010969
3633,-2152057
3634,-2153891
3635,-2318241
3636,-2395040
3637,-2338835
3638,-2369124
3639,-2228016
3640,-2212401
3641,-2042179
3642,-2196170
3643,-2017275
3644,-1834364
3645,-1773342
3646,-1529844
3647,-1408260
3648,-1342915
3649,-1394213
3650,-1345063
3651,-1394405
3652,-1492910
3653,-1588910
3654,-1620629
3655,-1915314
3656,-2049897
3657,-2010106
3658,-2073251
3659,-2286542
3660,-2396622
3661,-2369471
3662,-2173030
3663,-2325593
3664,-2268992
3665,-2198558
3666,-2197086
3667,-2084645
3668,-2008589
3669,-1701612
3670,-1515567
3671,-1500274
3672,-1424271
3673,-1466862
3674,-1402201
3675,-1386991
3676,-1453580
3677,-1626886
3678,-1706889
3679,-1915740
3680,-1932982
3681,-2144635
3682,-2284290
3683,-2157453
3684,-2350111
3685,-2248603
3686,-2271931
3687,-2284313
3688,-2189413
3689,-2054340
3690,-2168580
3691,-2034864
3692,-1983783
3693,-1678438
3694,-1541978
3695,-1435689
3696,-1390029
3697,-1445669
3698,-1330742
3699,-1444513
3700,-1564775
3701,-1556779
3702,-1662792
3703,-1768117
3704,-1953982
3705,-2085791
3706,-2081838
3707,-2218016
3708,-2274708
3709,-2234228
3710,-2204799
3711,-2163319
3712,-2258644
3713,-2131902
3714,-2096778
3715,-1983765
3716,-2022042
3717,-1787935
3718,-1582103
3719,-1380664
3720,-1466560
3721,-1396089
3722,-1395013
3723,-1400788
3724,-1446359
3725,-1572402
3726,-1627507
3727,-1840785
3728,-2041228
3729,-2070062
3730,-2101932
3731,-2273173
3732,-2177652
3733,-2232245
3734,-2220144
3735,-2327701
3736,-2272490
3737,-2041189
3738,-2242169
3739,-2109456
3740,-1982589
3741,-1793809
3742,-1646797
3743,-1429783
3744,-1396917
3745,-1397389
3746,-1414644
3747,-1458787
3748,-1480646
3749,-1613738
3750,-1764396
3751,-1904091
3752,-1947029
3753,-2077368
3754,-2273747
3755,-2144399
3756,-2237090
3757,-2195376
3758,-2355783
3759,-2167655
3760,-2257304
3761,-2056219
3762,-2201257
3763,-2144744
3764,-1987220
3765,-1727024
3766,-1585353
3767,-1518048
3768,-1389133
3769,-1443650
3770,-1367365
3771,-1366945
3772,-1456107
3773,-1523331
3774,-1616432
3775,-1909795
3776,-2030372
3777,-2004985
3778,-2084923
3779,-2332615
3780,-2290796
3781,-2273300
3782,-2176617
3783,-2340008
3784,-2172967
3785,-2089345
3786,-2193329
3787,-2162677
3788,-1878934
3789,-1675031
3790,-1654985
3791,-1478240
3792,-1462672
3793,-1445162
3794,-1327885
3795,-1477273
3796,-1437439
3797,-1584631
3798,-1767959
3799,-1818137
3800,-2013127
3801,-2034861
3802,-2219949
3803,-2161463
3804,-2235978
3805,-2361435
3806,-2190129
3807,-2259926
3808,-2190777
3809,-2126066
3810,-2225135
3811,-2031856
3812,-1934772
3813,-1822955
3814,-1521940
3815,-1390426
3816,-1431519
3817,-1341461
3818,-1354341
3819,-1452582
3820,-1436399
3821,-1634232
3822,-1736626
3823,-1763025
3824,-1915182
3825,-2114708
3826,-2258799
3827,-2303108
3828,-2173788
3829,-2248157
3830,-2219265
3831,-2343581
3832,-2162381
3833,-2118609
3834,-2096460
3835,-2178569
3836,-1894318
3837,-1756682
3838,-1551135
3839,-1487186
3840,-1456772
3841,-1359790
3842,-1310437
3843,-1422650
3844,-1418723
3845,-1589772
3846,-1743517
3847,-1905475
3848,-1935195
3849,-2175812
3850,-2223437
3851,-2260618
3852,-2205458
3853,-2342818
3854,-2211920
3855,-2288028
3856,-2194676
3857,-2140440
3858,-2247934
3859,-2184275
3860,-2000998
3861,-1825319
3862,-1610418
3863,-1493627
3864,-1419408
3865,-1359592
3866,-1343768
3867,-1467073
3868,-1493782
3869,-1507082
3870,-1685252
3871,-1888749
3872,-1960287
3873,-2058639
3874,-2254761
3875,-2253483
3876,-2289836
3877,-2291207
3878,-2315462
3879,-2252528
3880,-2146717
3881,-2052647
3882,-2122545
3883,-2152664
3884,-1966006
3885,-1805320
3886,-1577986
3887,-1520322
3888,-1439279
3889,-1361893
3890,-1307322
3891,-1421365
3892,-1454992
3893,-1553141
3894,-1754846
3895,-1770182
3896,-1880316
3897,-2021680
3898,-2266074
3899,-2277186
3900,-2362572
3901,-2384996
3902,-2310531
3903,-2311398
3904,-2340618
3905,-2116777
3906,-2141697
3907,-2071988
3908,-1909948
3909,-1689931
3910,-1577366
3911,-1468472
3912,-1353876
3913,-1447387
3914,-1436498
3915,-1378149
3916,-1565103
3917,-1599438
3918,-1715490
3919,-1799032
3920,-2068543
3921,-2107216
3922,-2271040
3923,-2150320
3924,-2222373
3925,-2349552
3926,-2237208
3927,-2332658
3928,-2293141
3929,-2122330
3930,-2067138
3931,-1998957
3932,-2005408
3933,-1663422
3934,-1556989
3935,-1385856
3936,-1366630
3937,-1460142
3938,-1392804
3939,-1426748
3940,-1428253
3941,-1546744
3942,-1745079
3943,-1823895
3944,-1880583
3945,-2037894
3946,-2090088
3947,-2170409
3948,-2376073
3949,-2344631
3950,-2321302
3951,-2211870
3952,-2128301
3953,-2164417
3954,-2040019
3955,-2018159
3956,-2010871
3957,-1701777
3958,-1639654
3959,-1410192
3960,-1374828
3961,-1353469
3962,-1407711
3963,-1434177
3964,-1530460
3965,-1574916
3966,-1665427
3967,-1802402
3968,-2004361
3969,-2116672
3970,-2146481
3971,-2335890
3972,-2351391
3973,-2238511
3974,-2261911
3975,-2148713
3976,-2271168
3977,-2042253
3978,-2075505
3979,-1979349
3980,-1911746
3981,-1748533
3982,-1560656
3983,-1445843
3984,-1361650
3985,-1382221
3986,-1399073
3987,-1363538
3988,-1428614
3989,-1584333
3990,-1728806
3991,-1852198
3992,-2050203
3993,-2198328
3994,-2208825
3995,-2324045
3996,-2380805
3997,-2396837
3998,-2218423
3999,-2251101
4000,-2225495
4001,-2091886
4002,-2163597
4003,-2098875
4004,-1928489
4005,-1756427
4006,-1550184
4007,-1491371
4008,-1355063
4009,-1462360
4010,-1416442
4011,-1482950
4012,-1560510
4013,-1543020
4014,-1671031
4015,-1748779
4016,-1988477
4017,-2203662
4018,-2233800
4019,-2173714
4020,-2335007
4021,-2232881
4022,-2258086
4023,-2163575
4024,-2279020
4025,-2072005
4026,-2099869
4027,-2170067
4028,-1991688
4029,-1822658
4030,-1616595
4031,-1392177
4032,-1361663
4033,-1347779
4034,-1399392
4035,-1361697
4036,-1503558
4037,-1605993
4038,-1687103
4039,-1831708
4040,-2025069
4041,-2090754
4042,-2158580
4043,-2330083
4044,-2237554
4045,-2348876
4046,-2272924
4047,-2140380
4048,-2324546
4049,-2144220
4050,-2169725
4051,-2156362
4052,-1851139
4053,-1709016
4054,-1656764
4055,-1483393
4056,-1451878
4057,-1429502
4058,-1418303
4059,-1494122
4060,-1453509
4061,-1587902
4062,-1655924
4063,-1920112
4064,-1976573
4065,-2066056
4066,-2198151
4067,-2214283
4068,-2326238
4069,-2321253
4070,-2306482
4071,-2193327
4072,-2200609
4073,-2112798
4074,-2123137
4075,-2118553
4076,-1872103
4077,-1740538
4078,-1539231
4079,-1414306
4080,-1424064
4081,-1381463
4082,-1363883
4083,-1451835
4084,-1523622
4085,-1524854
4086,-1771995
4087,-1885145
4088,-1898763
4089,-2058445
4090,-2140042
4091,-2352760
4092,-2183931
4093,-2279411
4094,-2228254
4095,-2304339
4096,-2203880
4097,-2134083
4098,-2100224
4099,-2177157
4100,-1924430
4101,-1731354
4102,-1575299
4103,-1522419
4104,-1403933
4105,-1426916
4106,-1337860
4107,-1410407
4108,-1480169
4109,-1602806
4110,-1754242
4111,-1743267
4112,-1910982
4113,-2036857
4114,-2215868
4115,-2348772
4116,-2250194
4117,-2210838
4118,-2208903
4119,-2181309
4120,-2198220
4121,-2133426
4122,-2228843
4123,-1998091
4124,-1834907
4125,-1673877
4126,-1651393
4127,-1463456
4128,-1350954
4129,-1387965
4130,-1324664
4131,-1418286
4132,-1559395
4133,-1608436
4134,-1653633
4135,-1791869
4136,-1953394
4137,-2088182
4138,-2223586
4139,-2255965
4140,-2281923
4141,-2254598
4142,-2311859
4143,-2334759
4144,-2158565
4145,-2089684
4146,-2041022
4147,-2046095
4148,-1978098
4149,-1695813
4150,-1519632
4151,-1453114
4152,-1387995
4153,-1368052
4154,-1400829
4155,-1496866
4156,-1554973
4157,-1649258
4158,-1644425
4159,-1868048
4160,-1956369
4161,-2073911
4162,-2217800
4163,-2157052
4164,-2307340
4165,-2228731
4166,-2347235
4167,-2223291
4168,-2145964
4169,-2150726
4170,-2236863
4171,-2185746
4172,-1988153
4173,-1794069
4174,-1583265
4175,-1381392
4176,-1409820
4177,-1387555
4178,-1355332
4179,-1446926
4180,-1445591
4181,-1528624
4182,-1778521
4183,-1834392
4184,-1979444
4185,-2170563
4186,-2230933
4187,-2266400
4188,-2274049
4189,-2407146
4190,-2269077
4191,-2310270
4192,-2158023
4193,-2085320
4194,-2230907
4195,-2156991
4196,-1975184
4197,-1805510
4198,-1519911
4199,-1471307
4200,-1432787
4201,-1423516
4202,-1354381
4203,-1439097
4204,-1546993
4205,-1602035
4206,-1690731
4207,-1870983
4208,-1950866
4209,-2173436
4210,-2207169
4211,-2236724
4212,-2327824
4213,-2333074
4214,-2291084
4215,-2182280
4216,-2297699
4217,-2182364
4218,-2203465
4219,-2038864
4220,-1951287
4221,-1688667
4222,-1513310
4223,-1445546
4224,-1348693
4225,-1465509
4226,-1395385
4227,-1406886
4228,-1427058
4229,-1553823
4230,-1670047
4231,-1759446
4232,-1905570
4233,-2149776
4234,-2266074
4235,-2160000
4236,-2230813
4237,-2392925
4238,-2391931
4239,-2182906
4240,-2211640
4241,-2148655
4242,-2069489
4243,-1979829
4244,-1991589
4245,-1673188
4246,-1629741
4247,-1447312
4248,-1418522
4249,-1467733
4250,-1331524
4251,-1438729
4252,-1481494
4253,-1498443
4254,-1645652
4255,-1916258
4256,-1878977
4257,-2060138
4258,-2192756
4259,-2267017
4260,-2173836
4261,-2408311
4262,-2307892
4263,-2192990
4264,-2322309
4265,-2172783
4266,-2046488
4267,-1991511
4268,-1835575
4269,-1729389
4270,-1629024
4271,-1505017
4272,-1378987
4273,-1377256
4274,-1407221
4275,-1491953
4276,-1511406
4277,-1639193
4278,-1721703
4279,-1816529
4280,-1997421
4281,-2147677
4282,-2142094
4283,-2272613
4284,-2315217
4285,-2316043
4286,-2235998
4287,-2349456
4288,-2271894
4289,-2094709
4290,-2220396
4291,-2051028
4292,-1965354
4293,-1747762
4294,-1580751
4295,-1410982
4296,-1449292
4297,-1456655
4298,-1431954
4299,-1484187
4300,-1548730
4301,-1515423
4302,-1762810
4303,-1783095
4304,-2012817
4305,-2116770
4306,-2107236
4307,-2226146
4308,-2255989
4309,-2357003
4310,-2200839
4311,-2243331
4312,-2336329
4313,-2088593
4314,-2060352
4315,-2012605
4316,-1854836
4317,-1761983
4318,-1654958
4319,-1470857
4320,-1470089
4321,-1479859
4322,-1342192
4323,-1423435
4324,-1453755
4325,-1568442
4326,-1636866
4327,-1784769
4328,-1885642
4329,-2112655
4330,-2196675
4331,-2166886
4332,-2183708
4333,-2245985
4334,-2366097
4335,-2245441
4336,-2125413
4337,-2184748
4338,-2205067
4339,-1984807
4340,-1847952
4341,-1751128
4342,-1599868
4343,-1587066
4344,-1443052
4345,-1438158
4346,-1403329
4347,-1540043
4348,-1488966
4349,-1684155
4350,-1681490
4351,-1898755
4352,-2070252
4353,-2162046
4354,-2410580
4355,-2490949
4356,-2386666
4357,-2467466
4358,-2528383
4359,-2511614
4360,-2507988
4361,-2258420
4362,-2193869
4363,-2120614
4364,-2125872
4365,-1783174
4366,-1627854
4367,-1474228
4368,-1408303
4369,-1484352
4370,-1406922
4371,-1532049
4372,-1507052
4373,-1643258
4374,-1749069
4375,-1963072
4376,-2028722
4377,-2288627
4378,-2233493
4379,-2362982
4380,-2455736
4381,-2376659
4382,-2430326
4383,-2531852
4384,-2487399
4385,-2375076
4386,-2271714
4387,-2211254
4388,-2062568
4389,-1772983
4390,-1730547
4391,-1479659
4392,-1435445
4393,-1444930
4394,-1499826
4395,-1562115
4396,-1528863
4397,-1642338
4398,-1698699
4399,-1959417
4400,-2116171
4401,-2188946
4402,-2222380
4403,-2484994
4404,-2511050
4405,-2530421
4406,-2411474
4407,-2487510
4408,-2409799
4409,-2338452
4410,-2218899
4411,-2290232
4412,-2068345
4413,-1804688
4414,-1689731
4415,-1532825
4416,-1526065
4417,-1518151
4418,-1488688
4419,-1549482
4420,-1595001
4421,-1700449
4422,-1813903
4423,-1969067
4424,-1998693
4425,-2147924
4426,-2272610
4427,-2479777
4428,-2355593
4429,-2406685
4430,-2535479
4431,-2542079
4432,-2357340
4433,-2310428
4434,-2225208
4435,-2139028
4436,-2017964
4437,-1825756
4438,-1627645
4439,-1513191
4440,-1424089
4441,-1558390
4442,-1369054
4443,-1554068
4444,-1534317
4445,-1596954
4446,-1782023
4447,-1895057
4448,-2104898
4449,-2359286
4450,-2367173
4451,-2481508
4452,-2455407
4453,-2534577
4454,-2453766
4455,-2492491
4456,-2458066
4457,-2217723
4458,-2406648
4459,-2177621
4460,-2067514
4461,-1826432
4462,-1674367
4463,-1509511
4464,-1472514
4465,-1488726
4466,-1370778
4467,-1481738
4468,-1588875
4469,-1662166
4470,-1817772
4471,-1903445
4472,-1988484
4473,-2160236
4474,-2426500
4475,-2515297
4476,-2580743
4477,-2528077
4478,-2547733
4479,-2510705
4480,-2358061
4481,-2361715
4482,-2330357
4483,-2191557
4484,-2017957
4485,-1895243
4486,-1719604
4487,-1566033
4488,-1460624
4489,-1497452
4490,-1447704
4491,-1507345
4492,-1584944
4493,-1629639
4494,-1706415
4495,-1909981
4496,-2108288
4497,-2363878
4498,-2440170
4499,-2537984
4500,-2467400
4501,-2586286
4502,-2484069
4503,-2490628
4504,-2489085
4505,-2188835
4506,-2311837
4507,-2295475
4508,-2101765
4509,-1856715
4510,-1734121
4511,-1472778
4512,-1526801
4513,-1446814
4514,-1413915
4515,-1569216
4516,-1628679
4517,-1705460
4518,-1698323
4519,-2008273
4520,-2078304
4521,-2354241
4522,-2286806
4523,-2494819
4524,-2368988
4525,-2609526
4526,-2439626
4527,-2536640
4528,-2500414
4529,-2339870
4530,-2183681
4531,-2228004
4532,-2095658
4533,-1921101
4534,-1708525
4535,-1508686
4536,-1458221
4537,-1516827
4538,-1376964
4539,-1433263
4540,-1609773
4541,-1714387
4542,-1823878
4543,-1881881
4544,-2165808
4545,-2243396
4546,-2304826
4547,-2429709
4548,-2551626
4549,-2387485
4550,-2500487
4551,-2396283
4552,-2340468
4553,-2334355
4554,-2391686
4555,-2255804
4556,-2075203
4557,-1906010
4558,-1672053
4559,-1607378
4560,-1488141
4561,-1530085
4562,-1367126
4563,-1434070
4564,-1559767
4565,-1581504
4566,-1815782
4567,-1864386
4568,-2192245
4569,-2352759
4570,-2272059
4571,-2518359
4572,-2507293
4573,-2520881
4574,-2474673
4575,-2351813
4576,-2304055
4577,-2231689
4578,-2200671
4579,-2240812
4580,-2063581
4581,-1822574
4582,-1599752
4583,-1613096
4584,-1445663
4585,-1458313
4586,-1484573
4587,-1448626
4588,-1630773
4589,-1704669
4590,-1699825
4591,-1938376
4592,-2182470
4593,-2269749
4594,-2301857
4595,-2410377
4596,-2395669
4597,-2522989
4598,-2423493
4599,-2514783
4600,-2437043
4601,-2371182
4602,-2195660
4603,-2164108
4604,-2135778
4605,-1886045
4606,-1743154
4607,-1569417
4608,-1429026
4609,-1521328
4610,-1426646
4611,-1527486
4612,-1632388
4613,-1704483
4614,-1766544
4615,-1935445
4616,-2083531
4617,-2359322
4618,-2377467
4619,-2374944
4620,-2499342
4621,-2593608
4622,-2421962
4623,-2481993
4624,-2483877
4625,-2290992
4626,-2219757
4627,-2106914
4628,-2119564
4629,-1782641
4630,-1748463
4631,-1524660
4632,-1532097
4633,-1518518
4634,-1397662
4635,-1514711
4636,-1631729
4637,-1603369
4638,-1849248
4639,-1858975
4640,-2101709
4641,-2307780
4642,-2320559
4643,-2369299
4644,-2362707
4645,-2427948
4646,-2484881
4647,-2452022
4648,-2401910
4649,-2194451
4650,-2208861
4651,-2230883
4652,-2037825
4653,-1848542
4654,-1719088
4655,-1497112
4656,-1435101
4657,-1562017
4658,-1500573
4659,-1558490
4660,-1611249
4661,-1638866
4662,-1744687
4663,-1954715
4664,-2159559
4665,-2359187
4666,-2425338
4667,-2361800
4668,-2493948
4669,-2395612
4670,-2479786
4671,-2328799
4672,-2536648
4673,-2357275
4674,-2271851
4675,-2200086
4676,-2049344
4677,-1900269
4678,-1756587
4679,-1555330
4680,-1444099
4681,-1525144
4682,-1488380
4683,-1499412
4684,-1485043
4685,-1669656
4686,-1707524
4687,-1958730
4688,-1995937
4689,-2232891
4690,-2259699
4691,-2525204
4692,-2580535
4693,-2464641
4694,-2363335
4695,-2505208
4696,-2523853
4697,-2161761
4698,-2378199
4699,-2147958
4700,-2012117
4701,-1907817
4702,-1683458
4703,-1591219
4704,-1460204
4705,-1537129
4706,-1493523
4707,-1515526
4708,-1572664
4709,-1669992
4710,-1749424
4711,-1964485
4712,-2014948
4713,-2343522
4714,-2263927
4715,-2498901
4716,-2348718
4717,-2562623
4718,-2414325
4719,-2327110
4720,-2418820
4721,-2291520
4722,-2365629
4723,-2315499
4724,-2151029
4725,-1829034
4726,-1639451
4727,-1602138
4728,-1415536
4729,-1514236
4730,-1461619
4731,-1467649
4732,-1529893
4733,-1718934
4734,-1747520
4735,-1953156
4736,-2019551
4737,-2250987
4738,-2430544
4739,-2527474
4740,-2428808
4741,-2433549
4742,-2590491
4743,-2381007
4744,-2390033
4745,-2345405
4746,-2391278
4747,-2129044
4748,-2053745
4749,-1876477
4750,-1646852
4751,-1550757
4752,-1461019
4753,-1484140
4754,-1400033
4755,-1422441
4756,-1603918
4757,-1650475
4758,-1674763
4759,-1861566
4760,-2049629
4761,-2263794
4762,-2433549
4763,-2404209
4764,-2462283
4765,-2473278
4766,-2378810
4767,-2535197
4768,-2506190
4769,-2245881
4770,-2367300
4771,-2282107
4772,-2008150
4773,-1867247
4774,-1723023
4775,-1546983
4776,-1522392
4777,-1512491
4778,-1370081
4779,-1460854
4780,-1626190
4781,-1678376
4782,-1683069
4783,-1862035
4784,-2009137
4785,-2222087
4786,-2428263
4787,-2369792
4788,-2492601
4789,-2505044
4790,-2440799
4791,-2506346
4792,-2451798
4793,-2348408
4794,-2312837
4795,-2159801
4796,-2036989
4797,-1901115
4798,-1648143
4799,-1469974
4800,-1411237
4801,-1450635
4802,-1499146
4803,-1530942
4804,-1521474
4805,-1679432
4806,-1699843
4807,-2004171
4808,-2105576
4809,-2160319
4810,-2235469
4811,-2462845
4812,-2381544
4813,-2521828
4814,-2444264
4815,-2376844
4816,-2386897
4817,-2320451
4818,-2213537
4819,-2237959
4820,-2079631
4821,-1763073
4822,-1597109
4823,-1612645
4824,-1517378
4825,-1475996
4826,-1383164
4827,-1559875
4828,-1547581
4829,-1673392
4830,-1721845
4831,-1890437
4832,-2175361
4833,-2209217
4834,-2399542
4835,-2418279
4836,-2561614
4837,-2474929
4838,-2590381
4839,-2368844
4840,-2303974
4841,-2323816
4842,-2369197
4843,-2245089
4844,-2011423
4845,-1886209
4846,-1700360
4847,-1509821
4848,-1539054
4849,-1481324
4850,-1398823
4851,-1561990
4852,-1587003
4853,-1625085
4854,-1689704
4855,-1941934
4856,-2059571
4857,-2199563
4858,-2351200
4859,-2534940
4860,-2469226
4861,-2613089
4862,-2443872
4863,-2366454
4864,-2333155
4865,-2380624
4866,-2323882
4867,-2199112
4868,-2131976
4869,-1928793
4870,-1670929
4871,-1607355
4872,-1453330
4873,-1449025
4874,-1438613
4875,-1522391
4876,-1583954
4877,-1654801
4878,-1835355
4879,-2018037
4880,-2053692
4881,-2309837
4882,-2323452
4883,-2432846
4884,-2479978
4885,-2604565
4886,-2557593
4887,-2460349
4888,-2305281
4889,-2252600
4890,-2368236
4891,-2301145
4892,-2046244
4893,-1859376
4894,-1660448
4895,-1542018
4896,-1517575
4897,-1569288
4898,-1386432
4899,-1519194
4900,-1608042
4901,-1715480
4902,-1791643
4903,-1841554
4904,-2088244
4905,-2203842
4906,-2350657
4907,-2308560
4908,-2541863
4909,-2456185
4910,-2513123
4911,-2429934
4912,-2410521
4913,-2343885
4914,-2311349
4915,-2206163
4916,-2151510
4917,-1853754
4918,-1639410
4919,-1548577
4920,-1479488
4921,-1425975
4922,-1400494
4923,-1478801
4924,-1558739
4925,-1707882
4926,-1734738
4927,-1861119
4928,-2093330
4929,-2306426
4930,-2396195
4931,-2332452
4932,-2519220
4933,-2386909
4934,-2432039
4935,-2515249
4936,-2373947
4937,-2218262
4938,-2334622
4939,-2315968
4940,-2011174
4941,-1790964
4942,-1702273
4943,-1583156
4944,-1416136
4945,-1517702
4946,-1504299
4947,-1502011
4948,-1485931
4949,-1571112
4950,-1840414
4951,-1840251
4952,-2123700
4953,-2236603
4954,-2368653
4955,-2336393
4956,-2423708
4957,-2423499
4958,-2439713
4959,-2367531
4960,-2495103
4961,-2354356
4962,-2299573
4963,-2174938
4964,-2088516
4965,-1916869
4966,-1739007
4967,-1528736
4968,-1432998
4969,-1511102
4970,-1455577
4971,-1485244
4972,-1519902
4973,-1583078
4974,-1760509
4975,-2018837
4976,-2080712
4977,-2358139
4978,-2443237
4979,-2392883
4980,-2354085
4981,-2430119
4982,-2457342
4983,-2503503
4984,-2488918
4985,-2368152
4986,-2284497
4987,-2116407
4988,-2095761
4989,-1803636
4990,-1697320
4991,-1531942
4992,-1452967
4993,-1564613
4994,-1469508
4995,-1459955
4996,-1566500
4997,-1569906
4998,-1805979
4999,-2015459
5000,-2115372
5001,-2326782
5002,-2426382
5003,-2345647
5004,-2508720
5005,-2607791
5006,-2474604
5007,-2448687
5008,-2319519
5009,-2368549
5010,-2289807
5011,-2206651
5012,-2058597
5013,-1888895
5014,-1718212
5015,-1558054
5016,-1461959
5017,-1551758
5018,-1433977
5019,-1503375
5020,-1629532
5021,-1566758
5022,-1736124
5023,-1982624
5024,-2053442
5025,-2274031
5026,-2286185
5027,-2326559
5028,-2530789
5029,-2546780
5030,-2560249
5031,-2378074
5032,-2479112
5033,-2367571
5034,-2249407
5035,-2143505
5036,-2054779
5037,-1867604
5038,-1659946
5039,-1484793
5040,-1404606
5041,-1560195
5042,-1486714
5043,-1512674
5044,-1617973
5045,-1604994
5046,-1839642
5047,-1926013
5048,-2092502
5049,-2293917
5050,-2256303
5051,-2316655
5052,-2574182
5053,-2512708
5054,-2392326
5055,-2422554
5056,-2500784
5057,-2250840
5058,-2223887
5059,-2113215
5060,-2143075
5061,-1760465
5062,-1754849
5063,-1562299
5064,-1432059
5065,-1537064
5066,-1469905
5067,-1527648
5068,-1610605
5069,-1567801
5070,-1778614
5071,-1942685
5072,-1992737
5073,-2284624
5074,-2239359
5075,-2387555
5076,-2492967
5077,-2495686
5078,-2450747
5079,-2353434
5080,-2321145
5081,-2262794
5082,-2225026
5083,-2106556
5084,-2113551
5085,-1792725
5086,-1674077
5087,-1493483
5088,-1349201
5089,-1479745
5090,-1372942
5091,-1464490
5092,-1550822
5093,-1628539
5094,-1749432
5095,-1862973
5096,-2010351
5097,-2136243
5098,-2206821
5099,-2308761
5100,-2240826
5101,-2191590
5102,-2392320
5103,-2311448
5104,-2134119
5105,-2174817
5106,-2040056
5107,-2039098
5108,-1949883
5109,-1669747
5110,-1577112
5111,-1413784
5112,-1337542
5113,-1483260
5114,-1355382
5115,-1367188
5116,-1554771
5117,-1631269
5118,-1741434
5119,-1894793
5120,-1975834
5121,-2091202
5122,-2089283
5123,-2173938
5124,-2257113
5125,-2407544
5126,-2264728
5127,-2206013
5128,-2288574
5129,-2175147
5130,-2165868
5131,-2057833
5132,-1856688
5133,-1682249
5134,-1561058
5135,-1389515
5136,-1381136
5137,-1375920
5138,-1310527
5139,-1483597
5140,-1516623
5141,-1527723
5142,-1651160
5143,-1749411
5144,-1997486
5145,-2113738
5146,-2070283
5147,-2269982
5148,-2168645
5149,-2386984
5150,-2250108
5151,-2140203
5152,-2180259
5153,-2100277
5154,-2196197
5155,-1959211
5156,-1960432
5157,-1816252
5158,-1635145
5159,-1450551
5160,-1402117
5161,-1379353
5162,-1417156
5163,-1447260
5164,-1421849
5165,-1594492
5166,-1772482
5167,-1856179
5168,-2010016
5169,-2005116
5170,-2143382
5171,-2260242
5172,-2200594
5173,-2272302
5174,-2269212
5175,-2235349
5176,-2207454
5177,-2058987
5178,-2073847
5179,-1955690
5180,-1862338
5181,-1765716
5182,-1510935
5183,-1472634
5184,-1473625
5185,-1358558
5186,-1306433
5187,-1495386
5188,-1483749
5189,-1555596
5190,-1618929
5191,-1839988
5192,-1993788
5193,-2015925
5194,-2145562
5195,-2225498
5196,-2250809
5197,-2308695
5198,-2178656
5199,-2267624
5200,-2134504
5201,-2112629
5202,-2155189
5203,-2055340
5204,-2003618
5205,-1820129
5206,-1539542
5207,-1436282
5208,-1390279
5209,-1401487
5210,-1416805
5211,-1463011
5212,-1529846
5213,-1573522
5214,-1702267
5215,-1783321
5216,-2047160
5217,-2180993
5218,-2130075
5219,-2305500
5220,-2171203
5221,-2322772
5222,-2350501
5223,-2225436
5224,-2163257
5225,-2053001
5226,-2105283
5227,-2147548
5228,-2007813
5229,-1758013
5230,-1512787
5231,-1438328
5232,-1427439
5233,-1416906
5234,-1307738
5235,-1432706
5236,-1455246
5237,-1543004
5238,-1710511
5239,-1823456
5240,-1966009
5241,-2092556
5242,-2078622
5243,-2187433
5244,-2315093
5245,-2305893
5246,-2204147
5247,-2164969
5248,-2209803
5249,-2067271
5250,-2088170
5251,-2159096
5252,-1918758
5253,-1697514
5254,-1566707
5255,-1472662
5256,-1401954
5257,-1413146
5258,-1390159
5259,-1454088
5260,-1448154
5261,-1514121
5262,-1715918
5263,-1863975
5264,-1881583
5265,-2128747
5266,-2238397
5267,-2270294
5268,-2303778
5269,-2307564
5270,-2372559
5271,-2255646
5272,-2146936
5273,-2210220
5274,-2040930
5275,-1989753
5276,-1931960
5277,-1696217
5278,-1647685
5279,-1487055
5280,-1371627
5281,-1473983
5282,-1408801
5283,-1403403
5284,-1567848
5285,-1619873
5286,-1660264
5287,-1893436
5288,-1932861
5289,-2195464
5290,-2119975
5291,-2261686
5292,-2318448
5293,-2366825
5294,-2367217
5295,-2168078
5296,-2132749
5297,-2049259
5298,-2193373
5299,-1988670
5300,-1960936
5301,-1702310
5302,-1546253
5303,-1476262
5304,-1366912
5305,-1394977
5306,-1409049
5307,-1445413
5308,-1440569
5309,-1506755
5310,-1652394
5311,-1817004
5312,-1962449
5313,-2073085
5314,-2216877
5315,-2336365
5316,-2244963
5317,-2390486
5318,-2284446
5319,-2266686
5320,-2262100
5321,-2021219
5322,-2227008
5323,-2141479
5324,-1950248
5325,-1744992
5326,-1617794
5327,-1517525
5328,-1468855
5329,-1401456
5330,-1324128
5331,-1362685
5332,-1522134
5333,-1504535
5334,-1642812
5335,-1770943
5336,-1986891
5337,-2188192
5338,-2220695
5339,-2228201
5340,-2362356
5341,-2277159
5342,-2230112
5343,-2244557
5344,-2289448
5345,-2192636
5346,-2072584
5347,-2004271
5348,-1828742
5349,-1811141
5350,-1509818
5351,-1524946
5352,-1413824
5353,-1451961
5354,-1410853
5355,-1439055
5356,-1476837
5357,-1625978
5358,-1674301
5359,-1832418
5360,-2007816
5361,-2025416
5362,-2248739
5363,-2316102
5364,-2154078
5365,-2293710
5366,-2178646
5367,-2268691
5368,-2184775
5369,-2188854
5370,-2073822
5371,-2149838
